,0
1352,-1
1353,"[-0.7052308, -2.154247, 7.6417184, 4.7534637, 1.2214575, 1.497869, -0.59130204, 1.529593, -2.6211987, -1.1333207, -4.3107677, -1.2104834, 0.7531624, 2.4487073, 1.6627598, 0.55067706, -2.107252, -3.6698236, -0.32021162, -5.851662, 2.4802601, 4.598195, 4.1091743, 4.697722, -3.8108916, -3.7697668, 0.24412902, 2.2636044, 6.4612827, -3.6481576, 1.2241125, -0.90739816, -2.5826797, -2.6392791, 0.36556825, -2.3973925, -2.3708863, 4.08989, -5.7797494, 0.19036235, 2.453157, -3.2669861, -3.2816935, -5.3918934, -6.071795, 2.4989634, 2.3773904, -0.4076639, 9.154089, 5.4263735, 3.7463884, 1.5289025, -3.9460297, -1.5057896, -2.5261598, -0.6109161, 2.0385067, -5.904939, 1.6460494, 1.6254362, 4.9739604, 2.417849, -0.16392277, 4.761475, -4.153016, 1.336973, -2.8359349, -2.4576342, -2.602441, -4.146205, 1.6095518, 0.3571737, -1.695739, -1.8371341, -2.5943007, -4.003187, -1.7870206, -3.3059947, 0.4100442, -0.82193935, 2.2248087, 0.7061916, 0.25216705, -0.8041752, -2.6543326, -1.4094805, -4.1292176, 1.9121788, 1.8795224, 2.9012005, -0.34240887, 1.2476342, -4.8289995, 0.87028915, -0.7244302, 4.1765337, -4.9330153, 0.03202214, 2.634001, -0.047679063]"
1354,"[-0.46525952, -2.0551271, 0.61155003, 0.40269408, 5.508757, 0.15203051, 3.6780212, 4.447806, -5.066937, 5.466657, 1.9992485, 0.17119479, 7.868095, -1.7212691, 0.46203715, 0.59070796, -2.4732935, -5.630598, -1.8586712, 2.1496658, -2.0997152, 2.1492825, -0.20903504, 2.0732162, 6.87088, -4.144429, 0.7098044, -4.4234204, -0.33785233, -0.340301, 6.119603, -2.3388195, -2.4744802, 2.3007867, 5.7066402, 2.1507163, -1.0839057, -1.0932387, -1.3631947, 0.45662448, -4.1337547, 2.288245, -0.4245002, -4.731236, 1.1742561, 2.308543, 1.5734363, -3.5000353, 3.8897028, 0.8818611, -2.2677972, -2.7181149, -0.5839666, 2.5977266, 4.882394, 1.6569846, 2.5629196, 3.2987359, 4.4262285, 0.39654982, -2.922405, -3.640806, 1.7124522, -3.0874999, 1.451375, -1.4300001, 2.007214, -0.009278211, -0.44017506, -3.2264326, 0.51888734, 1.9703066, -0.50599015, -2.32655, 0.26715332, -5.1164393, 5.906442, -0.9402549, 0.99805707, 0.4441293, 0.83582944, 1.9671627, 1.7607638, 1.3548043, 1.4638608, -0.8788006, 2.4906476, 3.4427457, -1.576361, 3.0791335, -2.643538, -0.12283172, 1.5125827, -4.603501, 2.2106977, -0.22152317, -0.38051695, -1.9008791, 5.458175, 0.35154477]"
1355,-1
1356,"[2.957218, -7.3028326, 0.1299493, 2.2580407, -0.36585748, 1.4023396, 0.960284, -0.54947686, 2.7728376, -1.3404785, 0.6485831, 0.26786485, -3.243554, -1.9573858, -0.115260355, -2.4154782, -0.14179197, -4.9918437, -0.93133515, 1.6359833, 1.5052776, -5.021957, -1.5192587, 3.3864217, 0.14613473, 3.6941574, 0.32501844, -1.51211, 1.9052119, -1.2168308, 0.030959228, -3.3851185, -3.9256752, -0.22102778, 1.0670568, 1.622905, 0.83755755, 4.6816287, -0.2141346, 0.5299698, 1.1632501, -1.3457417, 2.312328, -0.15945712, -1.9002467, 1.60224, -4.424597, -2.5871737, 3.6248922, -4.251198, -0.07992345, 4.439236, 2.3749433, -0.49187604, -1.885442, -0.9003003, -1.5995451, 3.1779351, -1.0765616, -0.79066247, -2.9710724, -2.2917888, -2.3810692, -5.524159, 0.7765284, 4.992754, -1.6351465, -1.0561031, 0.5424693, -3.7184343, -0.16633907, 2.0446956, -1.7373977, 2.747163, 0.9704061, -0.6136832, 0.23839317, 1.1612444, -0.25109965, 0.6468391, 0.30750936, -2.027786, 3.5492778, -0.035629738, 0.079948194, -0.47345632, 1.0295495, 1.5298285, 1.8942332, 6.7334023, -1.1317099, 1.6036531, 2.9563043, -7.039654, 1.1806194, -0.65199727, -5.0913363, 0.39003253, 2.1514053, 1.1058403]"
1357,-1
1358,"[1.550352, 1.9780964, 0.51224047, 1.0550703, -4.167786, -0.8505268, -5.147125, -6.648924, 0.6328287, 0.1672565, 2.5452733, 1.9463869, 1.1305288, 5.7173553, -2.7851713, 1.783185, -4.17592, -2.0825531, -0.9406362, -1.9445503, -2.6193814, -4.9346566, 0.17263547, 2.1861145, -4.7691965, 0.7204563, -5.767227, -0.9800827, 3.444789, 1.6516126, 3.9796047, -3.3641312, 0.5868757, 0.32301638, 5.359446, -0.47018382, 4.901046, -2.3810487, -0.18317118, 4.5011306, -3.9317234, 2.159401, 0.48046407, 2.3111596, 0.20992252, 2.047164, -4.0083146, -2.301641, 0.4887827, 6.2447076, 4.087268, -0.17452799, 0.22274627, 1.2505972, -1.8181963, 3.1530926, -0.33477914, -0.3829179, 0.10155373, 1.6110777, 1.8185312, 2.8236947, -1.1047633, -0.83914196, -1.0403874, 1.3042053, -3.7904546, 3.999101, -3.854074, -0.7519637, 5.3127756, -0.75459343, 2.779534, -3.308437, -1.1089025, -2.8806288, 3.4023337, 0.99453366, 2.9615452, 0.16624478, 0.84966457, -5.3840137, 0.67049086, -0.53430474, -2.9475646, -2.2971447, -0.49087355, 1.5104679, -4.880685, 1.8329042, 2.4129295, -2.0372796, 5.6541953, -4.355019, 8.103948, 0.29592907, -2.8542998, -0.7097851, 4.770987, 2.844813]"
1359,"[2.8738523, -2.978925, 1.0003358, 2.0632303, -0.070116386, 2.8774743, 1.7753451, -2.298823, -1.9130598, -2.4171052, 0.9229373, 0.35110596, -4.431143, 1.3181255, 1.0939336, -2.3463197, 1.7703023, -4.3271494, 1.9583169, -0.53785086, 1.0030757, -2.5205095, -5.40056, 0.069148324, 5.4513617, -1.112505, -2.2293773, -5.5968986, -0.6955984, -1.2946405, -1.4778458, -0.26508626, -0.2830222, -2.580298, 0.030471608, -0.67819667, -0.31527126, 1.346049, -6.5887265, -0.90053904, 1.6129236, -1.2153859, 1.9705428, -2.6095111, 0.045059618, 0.97600627, -2.0361931, 4.665038, -1.2615285, -4.812382, -2.1473796, 2.7552342, 1.5614339, -0.5133053, 4.3161902, 0.15247676, -2.8763492, 1.5946398, 1.9843985, 1.6427616, -2.7939599, -0.10214232, -2.0168605, -4.879613, 3.8180442, 6.418222, 0.9023554, 0.512692, 0.97500247, -4.06204, 1.4933242, -2.2027845, -2.1919177, 4.0357966, -2.988837, -1.5837847, 1.7059442, -2.5316226, -0.014502384, -3.7733388, -1.3669945, -3.4139397, -0.6835956, 0.38712394, 2.195484, 1.7933993, 1.0299636, 0.78603595, 1.1033362, 0.050631277, -2.6431863, 2.2786827, -1.1298194, 2.4061701, 4.3305326, 1.0649656, -0.46031696, -3.0428915, 1.1079522, -0.9376859]"
1360,"[-2.7751656, 1.8713988, 2.2643774, 3.5626793, -1.5049536, 4.9232383, -9.59609, -2.2434676, 1.299358, 3.2640007, -2.1975641, 2.172451, 4.622247, 1.2210088, -4.3031893, 4.1640067, 2.907789, -7.203395, 1.9418371, -2.3192718, 0.005170312, -5.0651135, -0.46680933, -0.7908115, 1.9586048, 3.4122653, -6.0635147, -0.272509, -0.3586281, 1.0865463, 1.9519889, 1.7014619, 1.982142, 1.6946224, -2.0996037, 3.3795884, -0.8744917, -2.2388792, -5.3134484, 5.566155, 0.2856317, 3.6551785, 0.88734984, 1.0071442, -2.6147075, 4.6986513, -2.2554994, 3.1640031, -2.3587842, -3.230773, 2.704201, -0.38528466, 6.331097, 1.4773728, -0.63745874, -2.5436082, -2.1655035, -0.154273, -4.620544, 4.115752, -0.72142756, 0.40052956, -2.3922052, -4.6403937, 0.9025345, 4.540199, 7.3717265, -3.8798742, -2.9407618, -1.6099064, 3.4074519, -7.0060697, -5.440982, -2.7331235, -2.9158385, -2.767975, 0.3313146, -0.8618421, 3.6677866, -0.2882738, -1.5172956, -3.5443912, -0.5953272, -4.711253, 2.8839948, 2.7783973, 1.5403106, 3.154013, -4.815259, 0.9197893, -1.8031662, 4.5106955, -0.74668497, -2.5576239, 1.6385124, 1.8226509, 2.6739397, -2.695169, -0.5310569, -0.20464654]"
1361,-1
1362,"[-0.8903247, -3.372681, 1.3802049, 0.813727, -2.335776, 2.050812, -0.16623364, 6.836772, -4.1163807, 0.33393246, 1.3732846, 2.1226578, 4.4031086, 0.43961024, 2.091119, 0.6591136, -2.0653937, 2.1174176, -2.8990638, -0.15909189, 4.3485074, -6.3825955, 0.53914076, 0.6813163, 0.6631134, -2.3309302, 0.20677596, -0.50211084, 1.592553, 1.7395914, 4.7632093, -1.1837772, 2.929144, -0.10554542, -3.4344838, -0.30905285, -0.43905157, 1.3374141, -4.98272, -3.3527675, 3.341911, -4.5840917, 0.2877454, -0.30001417, -3.554525, -2.9082446, -0.84926087, -1.5240631, -2.6905873, -3.9640884, 1.3781911, -4.394984, 0.9500054, -0.17015624, -0.15861824, 0.5239143, 5.606465, 10.834094, -0.22160248, 2.8974862, 4.4283385, -1.6890988, 2.1498642, -0.5952613, -2.8761723, 0.5387883, -3.3067248, -2.433288, -0.306959, 3.8171895, -0.5749844, 3.0147674, -3.0772724, 4.762251, 6.610219, 2.6850014, 3.6162524, -0.26320523, 2.166531, -3.6319554, -3.049943, -0.47495902, 3.072881, 1.3810184, 1.143079, 2.1462579, -1.5692538, 2.202631, -1.7956798, 2.3300674, 0.8624477, 1.203297, -0.6622338, 2.3533645, -4.5370665, 4.5060515, 1.1472212, -5.0909266, -6.8981066, -5.582909]"
1363,-1
1364,-1
1365,-1
1366,"[-3.839324, 0.39454484, -0.3497798, 0.524824, 5.736847, 0.40555984, -3.917975, 5.098953, 0.100579694, 4.4600635, -0.91824746, -0.6533284, -1.3295764, -4.83708, 3.792733, -1.454623, -5.2106547, -1.1018633, -3.8593616, -3.884272, -0.8257036, 2.1012304, 4.6820254, 6.061946, -4.840732, -1.4514476, 3.3107834, -2.4815338, -2.0180619, 5.607847, -1.2211082, 2.1637084, 3.6682339, -2.9534686, 0.6087076, 1.1531669, 1.0606545, -3.444286, -0.34794, -5.893433, -0.9777395, 0.11215704, 2.4145145, -3.3934343, -7.2438865, 2.5812821, -3.7251694, 1.335027, -0.60796195, 6.2862115, -4.2883573, 6.20247, -0.48132405, -4.094569, 5.7955976, 0.18329196, 1.7687883, -3.2649443, 4.055345, 2.9316592, -0.13442408, -1.5929763, -0.88714457, 3.2954197, 3.896839, -2.6511574, 1.7672509, -1.9488671, -4.9674177, -0.15754911, -3.220309, 1.0358454, -1.1586586, -3.4985065, 3.4918783, 2.1289709, 4.6688943, -6.2039537, -1.8609613, -3.495419, 2.186547, 0.06098375, 5.8001394, -1.876441, -2.2011003, -6.2526636, 1.4003893, -1.7634789, 0.71328515, 5.277708, -2.9604168, 2.3832443, 0.8064291, -1.0323893, 6.2226534, -0.2066156, 1.3154966, 1.2105702, 2.2467113, -2.0101614]"
1367,"[-1.3214155, -2.0807989, -1.5649172, 1.1111946, -2.656347, 1.951542, 1.6780918, 5.153863, 1.8621882, 4.472514, 1.7980269, 1.3571403, -2.5087955, -0.8690347, 1.4712685, -1.2780622, 0.027362833, -0.64355695, 1.369666, 0.26828572, 1.8590326, -5.9912863, 2.7592075, -0.52899915, -0.7621843, 0.7337116, -1.7100663, -2.18355, 4.180346, -0.9906702, 1.7753867, -3.2916934, 0.73027086, 2.588576, -5.028465, -1.1178874, 2.9546008, -2.2968488, 1.5543932, 3.718932, 2.1025803, 0.49604192, -3.0435088, -1.4939528, -3.6307828, -3.4847174, 0.718208, 0.985057, 3.1307628, -3.8929298, 2.3487294, -1.1578561, 3.8780613, 1.7890834, -3.4739897, -4.1103554, 3.0373797, 3.9453967, 0.9160784, -1.4938463, 2.9937315, -2.056725, -0.33386582, 0.6598118, -0.7899397, 0.20665987, -0.38583624, -0.45089903, 2.011856, 2.3485808, 3.6599586, 1.4988753, -0.6264152, 4.9358196, -1.7273936, 1.3925201, -0.40671048, -1.1050936, 0.2255633, -1.7632139, 1.6737881, -1.4197108, 2.356977, -0.22207668, -0.10138283, 0.55584717, 0.3457234, 1.1176075, 0.023130305, 2.4805079, -0.9002593, -1.7442608, 1.7841867, -1.1742415, -3.5078094, 0.20572416, -1.0504729, -0.5855235, -4.688159, -0.08521739]"
1368,"[2.0045762, -5.497426, -2.180383, 3.0907428, 2.3454661, -0.22160393, -0.35677072, 0.15410607, 1.3640246, 0.22691041, 1.0941194, 0.90030557, 3.649926, -4.7711844, 4.6472883, -0.4550784, -2.1157403, -1.7797016, -6.2865458, -1.6037883, 2.623477, 4.642923, 4.2334614, 1.2516996, 3.0895743, 4.332406, -1.9056538, -1.7943139, 4.0968494, -0.36951295, 2.2990494, 0.29993933, 8.29707, -0.60656154, -3.1526659, -4.433367, 1.0528477, -4.7570734, -1.2813476, 2.1406257, -1.9989002, 3.9586318, 0.9255262, -2.6391225, 2.7947788, 1.0522288, -0.76052517, -1.658484, 0.28924683, 3.460365, 0.86067164, -1.5710919, -3.8858404, -1.3544997, -0.18760383, 5.329298, 3.8924212, 0.88663083, 5.4462924, 0.73012894, 0.50174856, -4.8189197, -1.2304583, 3.958561, -1.1542623, 1.4142795, 4.079881, 2.3078923, 0.2816028, -0.17900534, -3.5300124, -4.0585504, 0.20836088, 3.9097614, -2.2420616, 2.7158015, 6.181063, 2.8505602, -0.35192612, 0.22778413, 0.85307735, 1.8436147, 0.6243585, 0.69737375, -2.1817055, 0.2873199, -4.6307697, -1.2455857, -1.1585425, 1.4690328, -3.5550618, 4.3927393, 4.876478, 5.4983683, -0.46337488, -2.9415503, 0.93070084, 3.639768, -1.8637748, -0.28284177]"
1369,"[1.5982803, -1.059942, -1.327649, -1.1638608, 2.9566703, -0.53195584, 1.0659255, 1.0100747, -5.3008733, 1.4843979, 0.61483055, 0.87719977, -4.1904306, -6.776142, 1.3724434, -1.4064279, 1.0128233, -3.3249874, -2.8482895, -3.9259236, 2.3570526, -1.907485, -1.327041, 1.3973744, 3.415355, 2.4582748, 2.3167193, -1.656872, 2.0740747, 3.0514085, 1.0439973, 0.48209742, 0.6789801, -0.26142532, -0.4662655, 2.3884478, 3.6916568, 1.0122261, -5.582553, -3.8416843, -4.3969955, 3.624227, 2.0913577, 0.9747192, -2.6972709, 1.5744362, -2.5118604, 0.33198658, 1.2112889, -2.8971596, 5.129418, 4.01708, 2.4100766, -3.8440125, 2.2983534, 0.5956782, -0.6584661, 2.7081325, -0.6737246, 0.13665603, 0.37440124, -2.7046, -1.9636993, -1.1985214, -1.8101315, 0.7318052, 3.3852491, -1.3348938, -1.5351335, -7.8772006, -0.5453261, 1.562215, -2.5409653, 3.2730575, -4.8823314, -1.889971, 1.66428, -0.013901813, 4.1782365, -2.1579568, 2.689377, 1.6216439, 7.3689103, 0.24970616, -2.9235044, -3.9874687, -0.9012634, 4.0827785, 3.4448075, 2.0540872, -3.4331467, 3.28258, -1.9527706, -2.008506, -0.00093115534, 3.7025523, -7.4700007, -5.5330386, 5.967609, -2.771933]"
1370,"[0.6173117, -6.42338, -0.667796, -0.3239236, -3.5615964, 2.0577862, 2.3639648, 0.5130466, -3.06977, -3.3044417, 0.40234557, 2.4603832, -1.698032, 0.6213188, -0.813666, -0.20719306, -0.60312724, 1.4618692, 1.7546929, -0.3206188, -0.5827126, 0.6102804, -2.9795702, 0.93238175, 0.47640353, 2.1606545, 0.48672855, -3.4408598, 0.6617487, -0.15878236, 4.1293855, -3.233281, -0.36567906, -0.62707406, -1.1262009, -2.2257204, 2.8310497, -0.1841535, -1.0370812, 3.5687652, -0.7392, 3.3992615, 3.4319544, 0.44690913, -1.4100777, -0.5192577, -3.7370613, 2.9081182, 0.7693574, -2.1359363, 0.11635128, 0.9988475, -1.719708, 1.3068341, 0.84872687, 1.0197128, -2.039159, -0.17488371, 3.2910779, -1.8525288, -0.53347516, -0.5227485, -0.92054975, 0.09516751, 3.2058942, 3.8774207, -2.5313869, 1.5694351, 4.2530994, -1.0992749, 1.2627226, -0.8849256, -0.65314156, 2.2666028, -2.7503457, -2.1150727, 0.33044234, 0.5590083, 1.4660711, 2.2376683, 0.38893184, -1.8440542, 0.3070558, 1.4428657, -1.8009121, -2.700916, -6.202522, 5.1216593, 3.1700637, -1.1401138, -5.282354, 2.735498, -0.7171211, 0.97910506, 4.1755414, 0.41900468, -2.7963088, -2.1222532, -3.4200854, -1.1682332]"
1371,"[-0.28137934, -4.071021, -6.139323, 3.492219, 2.0628684, 0.9429238, -1.5862272, 6.9240956, -7.1904287, 0.5145473, -1.1155517, 0.7017547, -0.5200532, -0.18765113, 1.7527237, 0.71482444, -2.424388, -5.853308, -2.601605, -0.8075016, 0.9425251, -1.8121518, -2.052916, -3.7510936, 6.318692, 3.18311, 0.5340613, -0.2445157, 6.4524055, 0.6467687, -0.15608062, 3.4709451, -0.68441767, -1.545078, 4.011575, -4.7051935, 2.838337, -2.2203124, -1.6892158, -1.7406392, 2.5850892, 0.9562766, 1.3667761, -0.74428254, 1.0385511, -0.4221289, -3.1198366, 2.152765, -0.390284, 1.8241929, -3.03713, -0.24160348, -4.3806562, -1.435229, -0.5318061, 2.005136, 0.36746258, 3.3262196, 3.0702238, 4.500822, 1.6010579, -2.5354905, -4.0307283, -2.204864, -5.0477595, -0.7563208, 5.2940555, 0.59466624, 8.351686, -1.5342635, 0.10633737, -2.791498, -1.9488013, -0.5758938, -2.4674606, -7.3938704, 0.5847278, 3.272441, -2.7704036, 0.3319718, 1.128832, 4.2717857, -2.2914796, -3.772566, -0.7023994, 2.542958, 1.247973, 0.5374425, 2.9814878, -2.1036901, 0.4164405, -0.5768935, 0.08416148, 4.642737, 2.5302892, -0.68013245, -0.035498276, -6.5347776, 1.2927071, -5.051766]"
1372,-1
1373,"[-2.7648284, -1.1244831, 1.7330713, 4.9667854, 3.7405381, -1.4587096, -3.0560977, 0.7936702, 1.207245, -0.705772, -2.8819685, -1.7644709, 2.3203347, 2.896826, 0.070106335, 2.6102657, -4.6523895, -0.74418575, -0.5821252, -0.12638095, -2.6675084, -2.8211222, 0.18792957, -1.5958983, 3.8842726, -1.3003933, 1.8906804, -5.583855, 0.51718813, -3.3020952, 0.6520361, -4.511206, -0.49049383, 0.80776876, 1.3583896, -1.9697843, -1.0499774, -0.71108794, -1.6738439, 3.668296, -0.77018404, -0.17167264, -1.4969331, -5.0517955, -1.5385355, -3.7084982, 0.1795846, 2.4661021, 1.9144914, -1.5143051, -0.20039432, 0.65199023, -1.049439, 0.3649889, 1.3625872, -1.1666847, 2.696784, -0.05644367, 1.8314483, 2.4859612, -0.0913083, -1.4549882, -4.693364, -5.0481143, -3.2438176, -3.4066894, -3.5484407, 4.255888, -0.76852506, -2.0357668, 1.0675182, 1.5572193, -1.0791072, 2.196978, -5.9221764, -2.2457476, 1.9416039, -0.40022695, -0.14436112, -0.26965013, 0.93779784, 3.096218, 0.9458303, 2.0060039, -0.7629685, 0.19758525, -1.8379883, -2.4586182, 1.4673293, 0.59169704, -2.0742064, -1.3298374, 3.166317, -1.4399501, -0.72555256, 1.8888475, -5.099757, -3.1036487, 0.17537941, 2.2194812]"
1374,"[-1.1720872, -3.9950361, 1.3500354, -0.41897544, 0.2116455, -1.4641451, -0.032840014, 3.2374394, -2.1362467, 0.074185535, -2.5614703, 0.36508408, 2.1979465, 0.54906696, 0.015055435, 1.9118255, -0.59125113, 2.0360415, -2.0142174, -4.6295753, 3.4936013, -0.8726765, -0.24474803, -1.2872534, -1.2847458, -0.62479854, 4.068865, 1.5861887, 0.26747906, 3.6170866, 3.7596834, 0.8347921, 3.9367604, -2.6913593, 0.78234744, 0.1166275, 0.98286253, 0.99058205, -7.0580125, -4.482678, 1.1147391, -3.3583782, 1.8700259, -0.52676076, -3.3187091, -6.016082, -1.8430032, -2.8355951, -1.2997543, -2.3463166, -1.7606381, -1.4937202, 2.2111669, 0.8062216, 1.056007, 1.2129614, 5.0873566, 7.1802716, -1.239942, -0.4843492, 2.9752479, 0.84750617, 2.3810556, -0.16925928, 0.1477831, -1.5783634, -3.036142, -3.5922878, 1.5109025, 2.8134103, 0.005998994, 2.9089272, -1.0670089, 5.9953127, 4.314596, -1.1407834, 0.085553505, -1.5648415, -0.4545172, -5.1825895, -0.73648864, -1.9335475, 2.1552227, 0.26002157, -1.0187356, -0.9851706, -1.8787862, 4.2846847, 2.0966036, 4.714139, -1.8914729, 1.3720096, -0.8656899, 1.4311309, -1.0207366, 6.235417, 1.5195155, -7.4068604, -4.691715, -3.778792]"
1375,-1
1376,"[-3.4330797, -0.6421499, 0.97740614, -0.42849717, 2.1040697, -3.628859, -3.461693, 1.1744819, 5.8924284, 2.2989893, -1.8154656, -2.64375, -4.4505205, -2.4815361, 4.2746468, -0.72491765, -1.7301272, 2.017304, 0.9489329, -5.15993, 4.535592, -0.68168473, 3.0018563, 0.6007679, -4.2847967, 4.637933, 3.0353074, 2.7521956, 4.2581415, 3.7873785, 1.7177194, 0.40924585, 3.955122, -2.104859, -2.4140413, -0.4495829, 7.2974243, 0.66116804, -8.49526, -3.0506928, -2.397118, -2.583405, 5.3159604, -6.9521675, 3.5904844, -0.64949113, -4.805768, 0.59712523, -0.19362801, 0.2392548, -2.6409173, 4.904691, 0.48833355, -5.630159, 0.53062373, 2.3835566, 3.618793, 0.8787973, 2.2465358, 3.307697, -0.87083435, -5.1673775, -0.41389963, 0.33806425, 1.0348257, -3.2572823, -1.5267485, -2.8401515, -2.4482396, -4.8355436, -3.147912, 3.197179, -6.1232347, 2.483179, 3.6990964, -0.68801713, 2.7261271, -5.2767005, 1.2460636, -4.3017263, 2.4814727, 0.9224677, -0.0223708, 0.94962907, 1.871227, -2.013099, 2.4407015, -0.9056714, 7.125531, 0.46063116, -2.2663476, -3.4375312, -2.0327227, 2.125461, 6.3816614, 1.9795617, -5.19158, -0.05738653, -0.26680285, -3.6754823]"
1377,"[-4.4711795, -6.0453687, 2.0276666, 5.227427, -0.2238483, 3.6763837, 5.357802, 1.515014, 3.9129238, 1.6363623, 5.4176416, 0.36065134, 3.0190268, -1.9234362, 1.2023075, -1.2844832, -0.7297695, -3.7152264, -3.6852536, -2.7664096, 3.9766605, -1.1621403, 1.3979447, -2.927242, -2.4814057, 0.4525245, -4.9856825, -1.8544099, 2.7582817, -2.8424482, 6.517016, -2.8244538, -1.751561, 2.3840113, 0.13014436, 1.5631821, -0.511279, 1.8723724, 0.8717416, -1.1310276, 1.9540031, -1.1582496, 2.673217, -0.025383193, -0.7996408, -1.8861411, -7.058601, 0.45694703, -2.887173, 1.4346156, -3.3572533, -2.1239026, -0.44190818, -0.46528104, 1.522023, -2.4531868, 1.1472968, -2.6160576, -3.1267796, 1.180633, -3.8163261, -2.428408, -1.3576694, -0.03890946, 2.2357385, 1.5946014, -1.3079331, 0.67073756, -2.1048431, -1.379491, -1.3748227, -4.1971426, -3.193275, -0.59206444, 0.8015437, 0.51133215, 5.62637, -0.7062246, 2.9779115, -3.74375, 2.0316014, -0.14276451, 2.1206079, 0.4796233, -0.6167465, -4.336307, 0.094905935, -1.4603227, 0.5104025, 5.0361347, -3.8216739, -3.5060217, -3.3802922, -0.8018234, 0.8980652, 0.80248314, -3.7549891, -1.655945, 6.1206517, -3.3335803]"
1378,"[-0.14768586, -5.105068, -0.78628916, 5.4711304, 1.6238593, -1.1137283, -2.786999, -4.290059, 0.028085336, 2.9311078, -4.897339, -0.20929259, -2.6546202, -6.283734, -0.38614607, 3.973734, -4.5497456, -2.245942, -3.3857017, -0.3157176, 0.42301908, 4.751283, 0.22454187, -0.114920765, 3.1955824, -0.81049293, -5.504056, -1.3116416, 1.4193774, -1.718723, 4.613091, -6.1773567, 2.4087439, -2.498196, 0.8958524, -1.5634892, -2.673135, 1.7415293, -0.56513286, -2.8234775, 0.49891618, -0.7280064, 0.9287239, -3.3831234, -2.0370145, 3.8778622, -1.8662767, -0.99027723, -3.540735, -1.6609389, -2.9228475, 0.13748308, -2.5936708, -1.8148156, 2.6238122, 5.904607, -1.7571698, -5.180683, 1.8818, 0.5613832, -3.1562366, 0.4759243, 1.8131359, -1.3196255, -4.3850436, -1.2476519, 5.4427915, 1.9489005, -1.3598441, -4.187954, 7.249545, -4.6361694, -3.7765133, -0.33051214, 1.9204894, -1.2708173, 3.9533136, -0.47496554, 2.581133, -4.094843, -5.493278, 2.4606123, -1.4816192, -2.946762, -2.6599097, -0.34447342, 1.4133028, 1.0014194, -1.6259214, -0.67763823, -4.7358174, 2.7225857, -3.3545356, -0.9488202, 2.6091151, 4.1553335, 0.19761406, 1.3056946, 1.9866891, -1.0295784]"
1379,"[-2.9956884, -2.6791246, -1.2072335, 2.097985, -0.24878404, 3.523919, -3.609417, -1.7261155, -2.0136318, 4.3478885, -3.331122, 2.791816, 0.49685973, -3.319146, -0.25385532, 4.7345023, -3.7675393, -4.831238, -2.7907581, -1.5816013, 6.699586, 1.0317088, 2.6252167, -2.2338643, -2.875018, 2.7540092, -8.872601, 3.1530056, 1.0525472, 0.64625525, 3.9211864, 1.0010203, 5.1114364, -7.4864545, 0.9399522, -4.942207, -5.1582394, 0.9162476, -2.7300313, -2.0029638, 2.8149333, -1.4751612, 1.3753757, 2.02413, -1.5638336, 5.699991, -4.9151654, -0.96248174, -6.8849277, 0.42005894, 1.3494658, -3.4533026, -0.14979722, -4.493369, 1.4410243, 2.1309361, 2.5147102, -2.2506866, -2.418855, -0.35698995, 1.109319, -1.4817059, -2.553351, 0.76632196, -5.143987, 2.0772486, 4.5964274, 0.049749486, -5.4512434, -2.3257608, -0.25381646, -1.8087107, -5.143037, -0.9186876, 2.2040846, -1.4798269, 3.3781316, -0.23324402, 3.9119108, -6.9001966, -3.3685021, -0.113259576, -3.0933094, -1.3426884, -4.2489552, -2.080418, 0.50462604, -0.7530124, -1.7127045, -2.7416027, -4.3732395, 2.4374514, -3.409496, 0.4405037, -0.8819137, 4.798029, 3.9734902, 2.303149, -1.2445636, 0.5341416]"
1380,"[1.0573465, -2.4147725, -3.481505, 1.2801111, 1.1134614, 1.6328453, 0.8364239, 0.73156536, 2.8977578, -0.12493433, -2.3567014, 0.8317916, 0.063014805, -1.2014492, -1.125852, 1.2437538, -0.021532785, -3.7305982, -2.6729012, 1.738242, -2.0965235, -4.105475, -0.31690496, -2.0716736, 2.7412217, -2.7621608, -0.08554752, -4.2512655, 3.311555, 0.19822268, 4.2079473, -1.8011104, -0.80141646, -0.7887443, -2.9464488, 1.2821882, -0.28343207, 1.3393723, -0.14140353, 0.2407816, -2.1811333, 1.6971996, -2.2967815, 3.8326373, -0.45246115, 3.1215162, -0.16808945, 3.4204736, -1.8381045, -3.1087904, -2.8877003, -0.43577096, -0.25230166, 0.6284835, 1.3686866, -2.6620007, -0.23620562, -5.037511, -1.3230362, -1.679493, 2.6523712, -1.0379046, -2.6500714, -1.3004866, -1.63299, 2.339008, 4.4960594, 4.4327674, 4.4807234, -2.8737466, 2.7668164, 0.5907217, 1.515358, 2.6074157, 2.849432, -3.632099, 3.0833328, 0.90546256, 1.526609, 2.634955, -1.6620157, -1.0438781, 1.1048355, -0.20333262, 2.1808608, 1.6042873, -2.274304, -0.4939665, -0.0028118512, 6.084153, -0.6836753, 4.041442, 0.8352834, -4.016224, 1.3137712, -1.2695208, -3.6690483, 0.583256, -0.4067299, 3.4100695]"
1381,-1
